path,role,reviewLevel,change,findings,disposition,tests,sha256
src/tools/runtime/toolsets/System.ts,系统交互工具集，包含代码写入与终端。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,edac7002dda6d87541e1c05730405912e66b3232554cf266b8eab32327903dba
src/tools/runtime/toolsets/index.ts,公开或内部模块 barrel；逐个读取并核查 re-export 路由。,full-source-read,unchanged,,未发现有证据的可删除实现；保留既有职责与公开导出。,,c0fc08701164d8e842e450ee00ec4a6b11a357414c129fcf66489afc08ba8ba5
src/tools/workflow/WorkflowRegistry.ts,WorkflowDefinition 注册/读取/删除容器，具体执行交由宿主。,full-source-read,unchanged,,本仓无运行执行消费，但 ../Alembic/lib/injection/modules/AgentModule.ts:64 实际注册该公开类；未获消费者迁移授权前不删除。,,247226ca8073d474a4d2a8ab89db56ed9649b79c1bb7afa24d1e77ce8d75bc92
test-reports/strict-production/judge-calibration/calibration.json,历史 frozen/mock 评估产物；结构、记录数量及来源核验，不作为本轮验证或真实人工校准证据。,configuration-or-historical-artifact,unchanged,,保留；历史产物不重写。,,710bba1c3a4d347c3d45572f4e6e49c3f72f41092849d2e68605affd10d61bdb
test-reports/strict-production/mining/report.json,历史 frozen/mock 评估产物；结构、记录数量及来源核验，不作为本轮验证或真实人工校准证据。,configuration-or-historical-artifact,unchanged,,保留；历史产物不重写。,,8451bc1fbf5d6f2b4d8ebb73feb13987c82ac27f0249d2adcea296da3ad8f64c
test-reports/strict-production/mining/report.md,历史 frozen/mock 评估产物；结构、记录数量及来源核验，不作为本轮验证或真实人工校准证据。,configuration-or-historical-artifact,unchanged,,保留；历史产物不重写。,,e2fd41cc9d786e1bed9cbf14c2aea1d8fa8ac826e287fb030afa96dea8f097b1
test-reports/strict-production/report.json,历史 frozen/mock 评估产物；结构、记录数量及来源核验，不作为本轮验证或真实人工校准证据。,configuration-or-historical-artifact,unchanged,,保留；历史产物不重写。,,8c836c89af6f92744556d2e88a607390675e8d0d8533fd949f7ebb285069674a
test/ActiveContext.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,M,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,05356bb2a933dac1c23564771189ed928b4fa9344a4dfda6638923ad1498e6cd
test/AgentRuntime.test.ts,行为测试：AgentRuntime.test,full-source-read,unchanged,,保留实际边界覆盖；当前改动及全量测试已核验。,,afd5cf30a922cb215f0d1b8d4aac7d240a6d24c3a5db4cf427ca9625f4dcf7e9
test/AiFactory.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,M,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,b6d88060d075aa005c4023f2665e6e0a7de43c3cbc60777efe1e43670b143ee7
test/BudgetController.test.ts,行为测试：BudgetController.test,full-source-read,M,,保留实际边界覆盖；当前改动及全量测试已核验。,,751015b00feecb1a4acaa1f6a638db5ba176e92d23e4dc112dccf214f7c42d2d
test/ClaudeTransport.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,unchanged,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,9152574f3d4bab2ccc13f7d98810915862006ddd7de87320577b6662fe826f2f
test/ContextWindow.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,M,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,294f9d6cf590ef05dbd9001c4ee811d7f560b4fe336afae32fb160cd8145a8e0
test/DeepSeekProvider.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,unchanged,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,2ec665db1aba1e7422b0714e80f46dbea8abfc1f0edd8e09b70afc69986d5e96
test/DeepSeekTransport.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,unchanged,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,9375a00403c0470f63304649c14dea6f27940cd259b15e953475ed21e521ed5e
test/DimensionSchemaVariant.test.ts,行为测试：DimensionSchemaVariant.test,full-source-read,unchanged,,保留实际边界覆盖；当前改动及全量测试已核验。,,dd64475becfb3289dba7eb9e41c54f36e664f05924a4b1c631227ea1bcb4650e
test/EvidenceCapture.test.ts,相关测试或可控 fixture,full-source,M,,保留覆盖；参见 testSimplifications。,,2063ff93eb735c9c143159eb46668a225b5dd411452d6197b36f9f059ad2e803
test/EvidenceLedgerBoundary.test.ts,相关测试或可控 fixture,full-source,unchanged,,保留覆盖；参见 testSimplifications。,,33e723857707015843a57722e1be6261a38cc76ed7490443c6c2385957a4ced3
test/EvidenceLedgerStore.test.ts,相关测试或可控 fixture,full-source,unchanged,,保留覆盖；参见 testSimplifications。,,0454ab34dc21b2ca49237072933e8f09e4403216b19c1017f5069001bb1d1298
test/EvidenceToolAndQuota.test.ts,相关测试或可控 fixture,full-source,M,,保留覆盖；参见 testSimplifications。,,112bc20401ac0fda029c5d11ebab22441f694b67fd4bca48844870bdbcde77f1
test/ExplorationStrategies.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,M,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,ca91c4f57bfb87d5d923d5603b68c6282cdb58d79666b4e03b36a4da116164ae
test/GoogleTransport.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,unchanged,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,4240af78f29318421e8d531417c1b8112ae34373b2a7a4a490498ad856175f68
test/LLMGateway.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,M,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,dde607cec142f2d602697849f3473c44ecdadbb00e42bdf4426f3f0507c76289
test/NoteFindingEvidenceRefs.test.ts,相关测试或可控 fixture,full-source,M,,保留覆盖；参见 testSimplifications。,,86e11de5b2178ce001a87cc4ce859181e77ac34cc127bbfb192de17503117ec4
test/OllamaBaseUrlNormalize.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,unchanged,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,854454b26ad23ed72a15f69b95d79b33f3c0c48087b1ed78c0ec1325375d133e
test/OpenAiProvider.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,M,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,05dddc2b7117c35814608bcc5e677fb497e15a517e8377ce938d4a6696a5fc3e
test/OpenAiTransportResponses.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,M,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,dc61f22e57c2b75e6522b78525defc07174449867db248a2ad98dc0164a2cccd
test/Redaction.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,M,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,9df21e23180620eb8e945923d52d8b6db117c5d27629acc9ec77faf61292d283
test/SubmissionSanitize.test.ts,相关测试或可控 fixture,full-source,M,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,bcc5a8725cf234fadb41838c3cd53838ceb71d714c85d2fb0934b048633a4cda
test/SubmitEvidenceExpansion.test.ts,相关测试或可控 fixture,full-source,M,,保留覆盖；参见 testSimplifications。,,1c6e808e2170ddf0efcbbfa9380b9d6a72766c0e5bd86797ed96c214520e9554
test/agent-dcr-retirements.test.ts,补齐公共契约、host seam、retirement或provider测试审查。,full-source,unchanged,,保留冻结公共边界及真实行为断言；精简建议见testSimplifications。,,e6cdcfeb2f57cb44b784aba17cc05f3e2e90935d7155a8dd798f13482eca6a72
test/agent-interface-contract.test.ts,补齐公共契约、host seam、retirement或provider测试审查。,full-source,M,,保留冻结公共边界及真实行为断言；精简建议见testSimplifications。,,76835c29e0a895bb20a5d089489eccecf01feca143b28a8a685fdc14b1cbec1f
test/agent-lifecycle.test.ts,运行时取消、超时、恢复、权限、阻断 hook 与预算边界回归。,root-implementation-and-regression-review,A,,新增共用实现或必要回归，无新增公开 package 入口。,,180311de7273f6fb4e8e00b4323fef1b23a474bde01d6a0f452a26c794dceb10
test/agent-surface-floor.test.ts,补齐公共契约、host seam、retirement或provider测试审查。,full-source,M,,保留冻结公共边界及真实行为断言；精简建议见testSimplifications。,,18b4c336e4c4c185493993c4e92fbda47deac528da34ef7de4bd1f792012730a
test/ai-provider.test.ts,补齐公共契约、host seam、retirement或provider测试审查。,full-source,M,MT-02,保留冻结公共边界及真实行为断言；精简建议见testSimplifications。,,9513a39950fb868298b6062d87b27fd6ba21895f2a9503b69f7b68f44b541d47
test/contract-surface.test.ts,相关测试或可控 fixture,full-source,M,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,39c15d56495b7da161925f7787353cf1dc56fc394ac541e3a2f87c98f2b7d8a0
test/durable-semantic-review-runtime.test.ts,相关测试或可控 fixture,full-source,M,KNOW-11,全文审查完成，已看到 root 将 createProjectContextFileRef 改到 @alembic/core/project-context。fresh-process setup 可按 KT-08 提取；负面矩阵保留。,,75e3a177e5087477c7d1de7483a6847ad7b5af2f206049348585a0653adcd20b
test/embedding-capacity-hint.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,unchanged,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,411368966a5b4cd2f9ec52e54c5b8fa351dcf7eca41bc2e643c8e710649f7f23
test/entrypoint-effects.test.ts,相关测试或可控 fixture,full-source,M,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,62e716fd41ad9779d9476f0e47262a1950ad694655b61dc2a4adafccd2d9796d
test/evidence-collector-fidelity.test.ts,相关测试或可控 fixture,full-source,M,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,6d6698ed20bac29b23a0cc5dbf0c270656575ef7b91abcf9694773b4beb774a3
test/evidence-ledger-baseline.characterization.test.ts,行为测试：evidence-ledger-baseline.characterization.test,full-source-read,M,,保留实际边界覆盖；当前改动及全量测试已核验。,,8e9070d4264df9a0d7324bda7c8bb7f7a47a456592d458bf1d7f517ce0b94506
test/evidence-recording-phase-chain.test.ts,相关测试或可控 fixture,full-source,M,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,4f0477f91f4f81dc3ae2aa4e4aeaf47bb222f8cdffbd49c5f4606d8b0648e4cb
test/feishu-remote-removal.test.ts,补齐公共契约、host seam、retirement或provider测试审查。,full-source,unchanged,,保留冻结公共边界及真实行为断言；精简建议见testSimplifications。,,4b09cfbd8bf29c85bc52e19a131f4d0024d379d5f9f1911979fb9632a6f8da1b
test/fixtures/coldstart-baseline-2026-07-04.json,历史真机对照资料，保留原始记录；移除只断言自身数字的伪回归。,configuration-or-historical-artifact,unchanged,,保留；历史产物不重写。,,793b78864d9e8028571e315d4f2dd56d3d8b2846a4ecf4a116a5bda1716756cd
test/fixtures/mining-e2e/src/handlers/billing-handler.ts,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,23224d3ad60b12cab4d76cf44609fda06f6e781d685b6bd8c1dcb9476fe61ac6
test/fixtures/mining-e2e/src/handlers/order-handler.ts,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,0349ef53516eb50c53203e337e6fc9bb27a4ca1b8581a1bc65393151fc37bfcd
test/fixtures/mining-e2e/src/handlers/user-handler.ts,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,1ce1cfcbde3a4ddf04b45be555d761f81e78884775479ce583fb4a487c425426
test/fixtures/mining-e2e/src/shared/result.ts,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,33faea5e40636a748e7c55157d6e67611275deb730421a0351647ab080154f1c
test/fixtures/mining-eval/golden.json,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,f66d0e9d0a693c0f4a70869207ff58d0a5425d1c86b8a7b2fcbc4aac36f2b446
test/fixtures/public-strict-consumer/strict-facades.ts,相关测试或可控 fixture,full-source,unchanged,,保留覆盖；参见 testSimplifications。,,83dcca765bad15920c672c508d3ea11d824cc6a5d4f5c52c8e6c8ad7e4c165f6
test/fixtures/strict-production/golden.json,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,62148dea7515bb17dfa9c6d2a23146e3afed281e32b0fe4873f9029958bc366e
test/fixtures/strict-production/judge-calibration.json,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,253cb66b92cf9ad81db0a8b1919575727c3a2d57e6b2a75bb6bc1825c558c851
test/fixtures/strict-production/projects/alembic-workspace-single-file/src/agent/production/StrictProductionStages.ts,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,49c91bb161198c850d45a166680a83d92b6280962ab20cbe43c0e6ad1e2fcfd1
test/fixtures/strict-production/projects/bilidili-three-file/BiliDili/Assets.xcassets/AccentColor.colorset/Contents.json,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,9af65086fa30b49252fae1a1225731691de794f7775af74d71befeb507d12b7c
test/fixtures/strict-production/projects/bilidili-three-file/BiliDili/Assets.xcassets/Contents.json,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,0fd49ba3c3585c709678e0046a821c3c60685ec7063720d30d3a3448be3a208b
test/fixtures/strict-production/projects/bilidili-three-file/BiliDili/Assets.xcassets/LaunchScreenImage.imageset/Contents.json,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,666d8e2b908c9d43a18e9243acb0d6d9793609591661a8c964d39290052ee2ea
test/fixtures/strict-semantic-authority.ts,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,4b144a771cbf46db846c4d088cacf9b6057ff7c89d53e23a72783a3d89b7a22e
test/generate-analyze-budget.test.ts,行为测试：generate-analyze-budget.test,full-source-read,unchanged,,保留实际边界覆盖；当前改动及全量测试已核验。,,7caaef9b3e333b06318e026343879979a781cfcef3648c235390f77ef7333287
test/helpers/tempProject.ts,统一临时项目创建及测试后清理。,root-implementation-and-regression-review,A,,新增共用实现或必要回归，无新增公开 package 入口。,,72b40f0578987e984a76740d1201b611e58bf02c7ea834e8f83c24b61acae91f
test/hook-system.test.ts,行为测试：hook-system.test,full-source-read,M,,保留实际边界覆盖；当前改动及全量测试已核验。,,613843794c2bbbd0c5d87005b825318c071268270c79ce14158c6ebb1b035020
test/index.test.ts,补齐公共契约、host seam、retirement或provider测试审查。,full-source,D,,并入 contract-surface.test.ts，公共导出断言保留。,,deleted
test/insight-depth-retry.test.ts,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,54b14541cf8694e927364fb8eccbc3836209e28c9b8cb351bce8e4415437e97b
test/l4-memory-package.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,unchanged,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,e382c9d0c9cb4bf19f4aa138859bdc286450c1bddc7b370c361068ada861daac
test/llm-input-correctness.test.ts,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,f25a4ca7b5593c4b82dee0b5b87008a81f24a1fed18e1b99d434f24839620aab
test/llm-input-layering.test.ts,相关测试或可控 fixture,full-source,M,KNOW-13,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,3f3e0698404c811319b38a1e1036c8575b47e7d1b7bfcb2a7ae472e9f41e7c84
test/memory-context.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,M,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,252297257c963e574d9ba2d165e57701ff01469a719fd0587fb73bce9dece787
test/memory-note-finding.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,unchanged,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,c8fdcb38149c46f3fb66ac645cb944b41228ab759097ad61d07ebf783fd2666d
test/mining-e2e-pipeline.test.ts,相关测试或可控 fixture,full-source,M,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,0970179ac667dde6de4936253d0be7a7f09e95e395db2c90557d65d6409e99ad
test/mining-eval-harness.test.ts,相关测试或可控 fixture,full-source,M,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,5b133564eda63d83c894b5a11d4446384d51819e11e73be284e844bc6aa90dad
test/model-quirks.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,unchanged,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,440353e3e0424e398ecdbb7bb5916e2d0a6c84812f8bafabda9b518ff14692d8
test/module-context-assembler.test.ts,相关测试或可控 fixture,full-source,unchanged,,保留覆盖；参见 testSimplifications。,,8ee94a61544766fbb586cb042db10d8c203eadcf28fe2ec3d29c4e0218521997
test/module-mining-agent-run.test.ts,相关测试或可控 fixture,full-source,unchanged,,保留覆盖；参见 testSimplifications。,,60631dc24a301f04721d775c007fe2cd1fba33512c061a8023386183aab30fa6
test/pcv-observe-only-baseline.characterization.test.ts,行为测试：pcv-observe-only-baseline.characterization.test,full-source-read,unchanged,,保留实际边界覆盖；当前改动及全量测试已核验。,,df233b47be43ac46392f3cd01c0019810077626c178a4a8bca6612e84f2791af
test/pcv-observe-only-five-scenario.acceptance.test.ts,行为测试：pcv-observe-only-five-scenario.acceptance.test,full-source-read,unchanged,,保留实际边界覆盖；当前改动及全量测试已核验。,,a259575b8bae07476a202827c58510235043ec8992bb62cf87ad8acb1176d752
test/pipeline-outcome-abandoned.test.ts,相关测试或可控 fixture,full-source,M,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,40bff949beeac57a4cc2723c91ccd9e13b1d17b41c7119bbef0cd365fda2a7db
test/plan-agent-run.test.ts,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,84cd8b52f9eb07e4432bc4deafda8de5c831833515423ffe0ac1109e9db57939
test/production-evidence-ledger-authority.test.ts,相关测试或可控 fixture,full-source,unchanged,,保留覆盖；参见 testSimplifications。,,357cc0c023c5126b510144cc79bf4c30652271affd29816ecaad8909e2f4aba2
test/public-strict-facades.test.ts,相关测试或可控 fixture,full-source,unchanged,,保留覆盖；参见 testSimplifications。,,29edf55ffee2703960ac216a5f7515be489ca8a4acfc47486185703e4585c087
test/recipe-authoring-inprocess-flatten.test.ts,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,f42c4d33445d8d8a4e4f2225e0772f6b02b769ad8bfa1cab47caba514742e343
test/recipe-authoring-inprocess-parity.test.ts,行为测试：recipe-authoring-inprocess-parity.test,full-source-read,M,,保留实际边界覆盖；当前改动及全量测试已核验。,,b87e81714a6ff9f86324d6384852b8f97fe5299cc659a3879c956a7e674aa85f
test/recipe-production-profile-adapter.test.ts,行为测试：recipe-production-profile-adapter.test,full-source-read,M,,保留实际边界覆盖；当前改动及全量测试已核验。,,eb75c4e8ca6d49968abba998fc41ae3d7618442ee42ee75a627aef8e9fe47c85
test/reliability.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,unchanged,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,c8d58fc935a69772343aa69b80df255d1ca78161c47f02f81fd2a5a62943f481
test/remaining-host-contract.test.ts,补齐公共契约、host seam、retirement或provider测试审查。,full-source,D,,并入 contract-surface.test.ts，宿主适配及负向契约保留。,,deleted
test/runtime-efficiency.test.ts,行为测试：runtime-efficiency.test,full-source-read,M,,保留实际边界覆盖；当前改动及全量测试已核验。,,18a1f3ed37493dca033fa0afe16cd3c098fc14d73437e5ccb60c276bb8189455
test/runtime-terminal-safety.test.ts,行为测试：runtime-terminal-safety.test,full-source-read,M,,保留实际边界覆盖；当前改动及全量测试已核验。,,eea96ec6a70c7acb1483bb8112f00606a1dd79406d2fcb9173b4b7b7317453af
test/scan-run-production-integration.test.ts,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,8ec0a2cf9579053ffe54e45118a9acdaa5400a3359fc77b12a943ea9205611c5
test/scan-run-projection.test.ts,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,83b54c0a482a7979d6c3e646cf2762ca21b3f0ab06cfe22f82dda1e6969c4dc2
test/shared-ai-utils.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,M,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,0876f2633610b41142fe61d57fb226a594956b8512ac65f09122f0efc1ec9ff6
test/strict-iterative-analysis.test.ts,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,00161fab2d7d16ed91364bda2e38a29851012f57c95147816440b7cb8037cf23
test/strict-production-chain.test.ts,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,e945f7854f5e89dff015146480a830898d1886d7da10e3ca0d5ca16d1cd35706
test/strict-production-rework.test.ts,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,dc49db4310d858a95ca5a59c82178df555536fd6dadfeb2535bfc070e99aa2a4
test/style-waiver.test.ts,行为测试：style-waiver.test,full-source-read,D,,删除与 Core 单源算法重复的规则枚举；保留函数引用一致性及真实 handler 接线。,,deleted
test/summary-rewrite-gate.test.ts,相关测试或可控 fixture,full-source,unchanged,,全文审查完成；保留真实边界覆盖，可共享 fixture/装配 helper。详见 testSimplifications。,,2bc7627859c0a6f282948dbc4286e2743835d5965d4f6a7dafae319aa809b09e
test/tool-system.test.ts,行为测试：tool-system.test,full-source-read,M,,保留实际边界覆盖；当前改动及全量测试已核验。,,b247f7a2599c5fa14492ecc385251885e4cc9f0fc89831a75a27f8f9636f245e
test/tool-v2-contract.test.ts,行为测试：tool-v2-contract.test,full-source-read,M,,保留实际边界覆盖；当前改动及全量测试已核验。,,5154d08bbcd113d3340b1622f160e172d33a999b3dc92474a4be4da31141b9ae
test/transport-proxy.test.ts,直接相关单元/协议/存储行为回归；已阅读测试输入、断言和fixture。,full-source-read,unchanged,,只建议合并重复setup/参数化同契约案例；保留失败、取消、证据完整性和真实持久化断言。,,dec1606d1d1c13160827f492007cb8cd4a7d92b594b4173e7a98414f7548d7a0
tsconfig.json,NodeNext ESM strict源码声明构建边界。,full-source-or-document,unchanged,,保留当前职责，未发现可安全直接删除的门禁/配置；问题详见findings。,,cce8e26046ea42468ce70f9eece007106a3d398d407c8cc5800e1180dc5fc70a
vitest.config.ts,测试源码alias、timeout与覆盖率ratchet；未设置默认启用coverage。,full-source-or-document,unchanged,,coverage阈值只有test:coverage启用时生效；是否纳入CI需单独确认验证预算，不能声称当前test自动执行coverage。,,d278df6c00e828ec8f7d97ac54c105a9ee9f5460c5a3fecd7323060edf34232b
