文件,模块组,变更,审查深度,职责/结论,基线行数,当前行数,审查报告
test/CompletenessCritic.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,160,159,foundation-review.json
test/ConfigLoader.test.ts,foundation,modified,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,55,79,foundation-review.json
test/ConsumerImportScannerMultiline.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,127,126,foundation-review.json
test/CoreCodexBoundary.test.ts,foundation,modified,manual-full,"Test behavior: Core Codex boundary; does not add Codex, MCP, plugin, channel, or marketplace source directories; does not export Codex, MCP, plugin, channel, or marketplace entrypoints; does not depend on Codex or MCP runtime packages",187,164,foundation-review.json
test/CoreContractSpine.test.ts,foundation,retained,manual-full,公共shared门面契约注册/兼容收敛守护,258,257,foundation-review.json; foundation-contracts-review.json
test/CoreDeliveryBoundary.test.ts,foundation,modified,manual-full,"Test behavior: Core delivery boundary; does not add delivery, tool, agent, Codex, MCP, or plugin source directories; does not export delivery, tool, agent, Codex, MCP, or plugin entrypoints; does not contain copied delivery implementation files",111,90,foundation-review.json
test/CorePackage.test.ts,foundation,retained,manual-full,Test behavior: Core package baseline; rejects folder name segments that would become paths; keeps folder name resolution immutable across calls; keeps package skills under the neutral internalSkills schema only,170,169,foundation-review.json
test/CoreToolSystemBoundary.test.ts,foundation,modified,manual-full,Test behavior: Core tool-system boundary; does not add Alembic tool-system source directories; does not export tool-system package entrypoints; does not contain copied tool-system implementation files,168,145,foundation-review.json
test/CoverageLedgerRepository.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,219,218,foundation-review.json
test/CoverageLedgerWriteWorkflow.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,172,171,foundation-review.json
test/DaemonState.test.ts,foundation,retained,manual-full,Ghost dataRoot驱动daemon状态路径与恢复,150,149,foundation-review.json; foundation-contracts-review.json
test/DatabaseConnectionScopeGuard.test.ts,foundation,retained,manual-full,ProjectScope排除源码根禁止写DB,63,62,foundation-review.json; foundation-contracts-review.json
test/DatabaseRepository.test.ts,foundation,modified,manual-full,迁移完整性和真实repo图关系集成,108,145,foundation-review.json; foundation-contracts-review.json
test/DimensionCatalogPayload.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,88,87,foundation-review.json
test/DimensionPlanningDynamicSignals.test.ts,foundation,modified,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,421,438,foundation-review.json
test/DimensionSubmissionSpecCollapse.test.ts,knowledge,retained,manual-full,测试用例及公开行为回归,72,71,knowledge-review.json
test/DomainLifecycle.test.ts,knowledge,deleted,manual-full,测试用例及公开行为回归,248,0,knowledge-review.json
test/DurableSemanticDispositionFreshProcess.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,72,71,foundation-review.json
test/EmbedProviderSelector.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,197,196,foundation-review.json
test/EmbeddingPort.test.ts,intelligence,retained,manual-full,query/document purpose分离、显式能力与单文本legacy provider适配、BatchEmbedder调用路径,94,93,intelligence-review.json; intelligence-tests-review.json
test/EnhancementGuardRules.test.ts,intelligence,retained,manual-full,公开guard facade对registry初始化/语言框架筛选/frameworkAgnostic优先级的适配,87,86,intelligence-review.json; intelligence-tests-review.json
test/EntrypointEffects.test.ts,foundation,retained,manual-full,入口副作用与写入数据根证明,111,110,foundation-review.json; foundation-contracts-review.json
test/ErrorRegistry.test.ts,foundation,retained,manual-full,JSON错误registry与运行类/元数据防漂移,97,96,foundation-review.json; foundation-contracts-review.json
test/EventBus.test.ts,foundation,modified,manual-full,Test behavior: Integration: EventBus; Synchronous emit; should deliver events to listeners; test:event,138,150,foundation-review.json
test/EvidenceLedgerContract.test.ts,knowledge,retained,manual-full,测试用例及公开行为回归,82,81,knowledge-review.json
test/EvolutionPolicy.test.ts,knowledge,retained,manual-full,测试用例及公开行为回归,243,242,knowledge-review.json
test/FailureSemanticsCO3.test.ts,knowledge,modified,manual-full,WRITE STRICT/READ TOLERANT 契约回归，覆盖 UoW、审计、feedback、lifecycle 白名单、搜索降级、vector orphan、walk上界和listener销毁。,488,568,knowledge-review.json
test/FailureTaxonomy.test.ts,foundation,retained,manual-full,公共失败taxonomy词表与映射回归,106,105,foundation-review.json; foundation-contracts-review.json
test/FieldTaxonomy.test.ts,foundation,retained,manual-full,字段owner/closure/私有暴露策略负例,146,145,foundation-review.json; foundation-contracts-review.json
test/FileDiffSnapshotStore.test.ts,production,modified,manual-full,行为回归测试：FileDiffSnapshotStore；所测导入：src/workflows/surfaces/persistence/FileDiffSnapshotStore.ts,119,178,production-review.json
test/FsSourceRefResolver.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,57,56,foundation-review.json
test/GenerateSessionManager.test.ts,production,modified,manual-full,"行为回归测试：GenerateSessionManager；所测导入：node:fs, node:fs/promises, node:os, node:path, src/types/ProjectSnapshot.ts, src/workflows/surfaces/host-agent/session/GenerateSession.ts, src/workflows/surfaces/host-agent/session/HostAgentDimensionCompletionWorkflow.ts",458,542,production-review.json
test/GenerateTerminalToolset.test.ts,production,retained,manual-full,"行为回归测试：GenerateTerminalToolset；所测导入：src/shared/testMode.ts, src/workflows/surfaces/persistence/WorkflowReportWriter.ts, src/workflows/surfaces/planning/dimensions/GenerateTerminalToolset.ts",99,98,production-review.json
test/GitDiffCheckpointRepository.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,368,367,foundation-review.json
test/GuardCheckEngine.test.ts,intelligence,modified,manual-full,真实内存SQLite加载规则、内建多语言审计、AST callee/selector正负匹配、真实知识落库snake_case字段、批与信号去重,196,431,intelligence-review.json; intelligence-tests-review.json
test/GuardImmuneSystem.test.ts,intelligence,modified,manual-full,真实Guard engine collector装配、反馈消失自动confirm、磁盘RuleLearner precision信号,116,80,intelligence-review.json; intelligence-tests-review.json
test/GuardServicePersistence.test.ts,new-reviewed,added,manual-full,真实SQLite/Markdown/Guard引擎与sync；启停/创建、错误分歧、AST及旧构造回归。,0,191,root-final-new-file-review
test/HnswVector.test.ts,foundation,modified,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,1829,2388,foundation-review.json
test/HostAgentSubmissionTrackingReads.test.ts,production,retained,manual-full,行为回归测试：HostAgentSubmissionTrackingReads；所测导入：src/workflows/surfaces/host-agent/session/HostAgentSubmissionTracker.ts,122,121,production-review.json
test/IDEAgentAnalysisPacketBuilder.test.ts,foundation,modified,manual-full,HostAgent analysis packet与公开ProjectContext briefing行为及兼容边界回归,808,868,foundation-review.json; production-review.json
test/IsOwnDevRepo.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,70,69,foundation-review.json
test/JobDisplaySnapshotContracts.test.ts,foundation,modified,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,211,259,foundation-review.json
test/JobProcessEventContracts.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,180,179,foundation-review.json
test/JobStore.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,150,149,foundation-review.json
test/KnowledgeEntry.test.ts,knowledge,modified,manual-full,测试用例及公开行为回归,453,456,knowledge-review.json
test/KnowledgeFileWriter.test.ts,knowledge,modified,manual-full,知识实体↔Markdown的标量/JSON对象/正文/hash/roundtrip，真实persist/remove/move，以及wire→sync DB row。,717,826,knowledge-review.json
test/KnowledgeProductizationLifecycle.test.ts,knowledge,modified,manual-full,测试用例及公开行为回归,263,726,knowledge-review.json
test/KnowledgeRescanIntent.test.ts,production,modified,manual-full,行为回归测试：KnowledgeRescanIntent；所测导入：src/workflows/knowledge-rescan/index.ts,85,108,production-review.json
test/KnowledgeRescanWorkflowPlan.test.ts,production,retained,manual-full,行为回归测试：KnowledgeRescanWorkflowPlan；所测导入：src/workflows/knowledge-rescan/index.ts,48,47,production-review.json
test/KnowledgeRetrievalPolicy.test.ts,intelligence,modified,manual-full,真实retriever/projector策略+受控dense/sparse语料：RRF稳定性边界、refill预算、truth过滤、取消、稀疏降级、冻结query矩阵与circuit,650,696,intelligence-review.json; intelligence-tests-review.json
test/KnowledgeTruthProjector.test.ts,intelligence,retained,manual-full,region聚合后每Recipe每lane只贡献一次RRF，以及真实truth seam的orphan/deprecated过滤,85,84,intelligence-review.json; intelligence-tests-review.json
test/LanguageServiceDetect.test.ts,foundation,modified,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,135,148,foundation-review.json
test/Lifecycle.test.ts,knowledge,modified,manual-full,测试用例及公开行为回归,126,156,knowledge-review.json
test/LifecycleStateMachineTimeouts.test.ts,knowledge,modified,manual-full,测试用例及公开行为回归,223,300,knowledge-review.json
test/LintScopeResolution.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,59,58,foundation-review.json
test/LoggerFloor.test.ts,foundation,retained,manual-full,PathGuard下真实file logging分类与singleton重配,133,132,foundation-review.json; foundation-contracts-review.json
test/LoggerRuntimeBoundary.test.ts,foundation,retained,manual-full,开发仓禁止日志入侵,40,39,foundation-review.json; foundation-contracts-review.json
test/MigrationsRerunIdempotency.test.ts,foundation,retained,manual-full,新库重复迁移/部分恢复/跟踪账本,188,187,foundation-review.json; foundation-contracts-review.json
test/MultiFileAstAndDiscovery.test.ts,intelligence,modified,manual-full,真实AST项目聚合与多生态临时项目发现；本轮补NodeNext import、sampled优先级、expression-arrow回归。,224,513,intelligence-review.json
test/MultiLanguageParsers.test.ts,intelligence,modified,manual-full,Starlark/Gradle/CMake/JSON/YAML构建清单解析、CustomConfigDiscoverer真实目录marker检测及Bazel/Gradle/CMake加载targets,799,804,intelligence-review.json; intelligence-tests-review.json
test/OllamaEmbedProvider.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,211,210,foundation-review.json
test/OutputBudget.test.ts,foundation,modified,manual-full,输出预算与archive合同回归,106,122,foundation-review.json; foundation-contracts-review.json
test/PathGuard.test.ts,foundation,retained,manual-full,双层词法路径策略行为矩阵,438,437,foundation-review.json; foundation-contracts-review.json
test/PlanAuthoringSpec.test.ts,production,retained,manual-full,行为回归测试：PlanAuthoringSpec；所测导入：src/service/plan/intent/planAuthoringSpec.ts,53,52,production-review.json
test/PlanFactsAstLifetimeRepeatability.test.ts,production,retained,manual-full,"行为回归测试：PlanFactsAstLifetimeRepeatability；所测导入：node:fs, node:os, node:path, web-tree-sitter, src/core/ast/ensureGrammars.ts, src/service/plan/facts/collectProjectContext.ts, src/service/plan/facts/projectInfoTree.ts, src/shared/ProjectScope.ts",194,193,production-review.json
test/PlanFactsDimensionDensity.test.ts,production,modified,manual-full,"行为回归测试：PlanFactsDimensionDensity；所测导入：src/domain/dimension/index.ts, src/service/plan/facts/projectInfoTree.ts, src/types/ProjectSnapshot.ts, src/workflows/surfaces/planning/dimensions/BaseDimensions.ts",168,231,production-review.json
test/PlanFactsProjectContextErrors.test.ts,intelligence,retained,manual-full,真实临时项目+WASM parse故障注入，核验plan facts保留fatal错误/partial gap且不把unsupported语言当fatal,90,89,intelligence-review.json; intelligence-tests-review.json
test/PlanLedgerProjection.test.ts,foundation,modified,manual-full,"行为回归测试：PlanLedgerProjection；所测导入：node:fs, node:os, node:path, src/database.ts, src/io.ts, src/knowledge.ts, src/plans.ts, src/repositories.ts",417,494,foundation-review.json; production-review.json
test/PlanSelectionProjection.test.ts,foundation,modified,manual-full,行为回归测试：PlanSelectionProjection；所测导入：src/plans.ts,193,185,foundation-review.json; production-review.json
test/ProductionPersistenceContracts.test.ts,foundation,modified,manual-full,"行为回归测试：ProductionPersistenceContracts；所测导入：node:fs, node:os, node:path, src/database.ts, src/knowledge.ts, src/repositories.ts, src/service/project-context/foundation/canonical.ts, src/shared/ProjectScope.ts, src/workspace.ts",1381,1435,foundation-review.json; production-review.json
test/ProjectContextAnchorRange.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,316,315,foundation-review.json
test/ProjectContextCancellation.test.ts,intelligence,retained,manual-full,AbortSignal从wire分离、preabort/custom reason、in-flight worker/discoverer清理、真实DFS取消、typed capabilities转发,185,184,intelligence-review.json; intelligence-tests-review.json
test/ProjectContextContract.test.ts,intelligence,retained,manual-full,包exports/九类有序dispatch、固定envelope、project权威冲突/无跨请求状态、接口层依赖边界,308,307,intelligence-review.json; intelligence-tests-review.json
test/ProjectContextEndToEnd.test.ts,intelligence,retained,manual-full,真实文件/原生scope registry驱动space→repo→map→module→AST→slice及反向链路，九种provider、六种anchor入口、NodeNext解析与命令不执行,869,868,intelligence-review.json; intelligence-tests-review.json
test/ProjectContextFileFlow.test.ts,foundation,modified,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,257,303,foundation-review.json
test/ProjectContextFileFlowGuards.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,312,311,foundation-review.json
test/ProjectContextFileSymbols.test.ts,foundation,modified,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,167,198,foundation-review.json
test/ProjectContextFoundation.test.ts,foundation,modified,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,3018,3176,foundation-review.json
test/ProjectContextModuleLayersModule.test.ts,intelligence,retained,manual-full,真实多文件TS fixture验证module-layers与module所有权/入出流/公开符号/drilldown/稳定排序及missing语义,185,184,intelligence-review.json; intelligence-tests-review.json
test/ProjectContextProjectMap.test.ts,intelligence,retained,manual-full,真实模块循环/层/hotspots/主要流、输入顺序稳定、coverage轴身份差异、缺所有权与external包降级,255,254,intelligence-review.json; intelligence-tests-review.json
test/ProjectContextProjectSpace.test.ts,foundation,modified,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,398,425,foundation-review.json
test/ProjectContextRepoContext.test.ts,intelligence,retained,manual-full,repo package/build/entrypoint/sourceRoots投影、真实SwiftPM显式target path、本地包refs、map缺失和manifest损坏降级,366,365,intelligence-review.json; intelligence-tests-review.json
test/ProjectContextSourceSlice.test.ts,intelligence,retained,manual-full,真实文件精确范围文本/全文件hash、ref再作为selector、includeText=false、无效范围/路径逃逸与interface统一redaction,248,247,intelligence-review.json; intelligence-tests-review.json
test/ProjectIndexWorkflowPlan.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,361,360,foundation-review.json
test/ProjectRuntimeContracts.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,396,395,foundation-review.json
test/ProjectScopeContracts.test.ts,foundation,modified,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,393,431,foundation-review.json
test/ProjectScopeRegistryLoader.test.ts,foundation,retained,manual-full,磁盘scope registry恢复与最长folder匹配,170,169,foundation-review.json; foundation-contracts-review.json
test/ProjectSkillDeliveryContracts.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,212,211,foundation-review.json
test/ProposalExecutorBounding.test.ts,knowledge,modified,manual-full,真实 proposal/knowledge/LSM/patcher 集成：观察期限、usage 闸、人工/drift 豁免、cap共享预算、GC、多轨重入及空 merge 补丁拒绝。,447,432,knowledge-review.json
test/ProposalRepository.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,456,455,foundation-review.json
test/PublicApiInventory.test.ts,foundation,modified,manual-full,Test behavior: public API inventory; keeps the actual ReportReader type limited to query and stats; classifies every current package export; keeps wildcard exports transitional while public boundaries are being designed,44,69,foundation-review.json
test/PublicCapabilityOutputEntrypoints.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,135,134,foundation-review.json
test/PublicConsumerCoreImportBoundary.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,160,159,foundation-review.json
test/PublicCoreFacadesPhase10.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,78,77,foundation-review.json
test/PublicDatabaseRepositoryEntrypoints.test.ts,foundation,modified,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,146,211,foundation-review.json
test/PublicEvolutionEntrypoints.test.ts,foundation,modified,manual-full,从真实KnowledgeEntry/Relations识别已废弃引用，产生治理建议；保持deprecated_by排除语义。,48,85,foundation-review.json; production-review.json
test/PublicFoundationEntrypoints.test.ts,foundation,modified,manual-full,Test behavior: stable foundation entrypoints; exposes logging through the narrow logging entrypoint; exposes workspace path contracts through the narrow workspace entrypoint; exposes write-boundary contracts through the narrow io entrypoint,73,96,foundation-review.json
test/PublicHostAgentWorkflowEntrypoints.test.ts,foundation,modified,manual-full,"行为回归测试：PublicHostAgentWorkflowEntrypoints；所测导入：node:fs/promises, node:os, node:path, src/host-agent-workflows.ts, src/plans.ts",198,267,foundation-review.json; production-review.json
test/PublicKnowledgeEntrypoints.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,99,98,foundation-review.json
test/PublicProjectIntelligenceEntrypoints.test.ts,intelligence,modified,manual-full,Generic core/shared grammar/AST/discovery公开路径与废弃ProjectIntelligence facade撤销门禁,90,104,intelligence-review.json; intelligence-tests-review.json
test/PublicResidualReadinessEntrypoints.test.ts,foundation,retained,manual-full,Test behavior: CCIC-5 residual public readiness entrypoints; exposes residual stable domain contracts through stable facades; keeps residual service facades provisional while capability uses its stable facade,36,35,foundation-review.json
test/PublicSearchVectorGuardEntrypoints.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,101,100,foundation-review.json
test/PublicSourceGraphEntrypoints.test.ts,intelligence,retained,manual-full,旧source-graph facade撤销、内部DTO/validator/state/diagnostic归属和operation-specific结果契约,339,338,intelligence-review.json; intelligence-tests-review.json
test/PublicTestFixturesSurface.test.ts,foundation,retained,manual-full,Test behavior: public test-fixtures migration surface; exposes real AST project helpers through test-fixtures; exposes discovery registry and parser helpers through test-fixtures; exposes analysis classes and language plugin fixtures without deep core imports,129,128,foundation-review.json
test/QualityScorerDepthCoverage.test.ts,knowledge,retained,manual-full,测试用例及公开行为回归,104,103,knowledge-review.json
test/RealtimeDeliveryContract.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,75,74,foundation-review.json
test/RecipeAuthoringDepthGuidance.test.ts,knowledge,modified,manual-full,测试用例及公开行为回归,95,82,knowledge-review.json
test/RecipeAuthoringDepthReview.test.ts,knowledge,modified,manual-full,纯函数深度接地判定；用已解析规范来源身份计数并保守处理歧义后缀。,123,158,knowledge-review.json; production-review.json
test/RecipeAuthoringGraphNarrowing.test.ts,knowledge,retained,manual-full,真实文件 resolver 下的 graph 措辞收窄、markdown 模板豁免、coreCode 精确证据和占位代码拒绝。,206,205,knowledge-review.json
test/RecipeAuthoringGroundedPaths.test.ts,knowledge,retained,manual-full,resolveGroundedSourcePaths 过滤失败来源，以及 updateQuality grounding port→scorer 的真实转译。,168,167,knowledge-review.json
test/RecipeAuthoringProfile.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,147,146,foundation-review.json
test/RecipeAuthoringSpec.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,168,167,foundation-review.json
test/RecipeAuthoringSpecDrift.test.ts,foundation,modified,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,244,244,foundation-review.json
test/RecipeAuthoringSpecExamplesGatePassing.test.ts,knowledge,retained,manual-full,测试用例及公开行为回归,57,56,knowledge-review.json
test/RecipeContextAdapters.test.ts,foundation,modified,manual-full,RecipeContext adapter跨真实service/SQLite的读合同,365,389,foundation-review.json; foundation-contracts-review.json
test/RecipeContextService.test.ts,intelligence,modified,manual-full,六类只读Recipe查询封装、诊断映射、search/prime共同候选顺序、vector降级、ref与relation展开,442,424,intelligence-review.json; intelligence-tests-review.json
test/RecipeDimension.test.ts,knowledge,retained,manual-full,测试用例及公开行为回归,63,62,knowledge-review.json
test/RecipeFreshnessService.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,364,363,foundation-review.json
test/RecipeGateEnforcementMatrix.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,131,130,foundation-review.json
test/RecipeParser.test.ts,new-reviewed,added,manual-full,实际recipe/raw-code解析的frontmatter/fence/分隔符/CRLF兼容行为。,0,186,production-review.json; root-final-new-file-review
test/RecipeRegionVectorIndex.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,818,817,foundation-review.json
test/RecipeRetrievalProduction.test.ts,knowledge,modified,manual-full,native/compatibility profile、raw malformed事实诊断/索引、provider离线不影响确定性、legacy hash、sparse/dense同源，以及真实SQLite/file/production port/readiness发布链。,944,948,knowledge-review.json
test/RecipeSourceRefRepositoryFloor.test.ts,foundation,modified,manual-full,sourceRef复合key与状态/路径查询边界,136,155,foundation-review.json; foundation-contracts-review.json
test/RecipeVectorGeneration.test.ts,intelligence,retained,manual-full,内存store/router承载真实generation manager：shadow验证/CAS激活/rollback、模型schema身份、故障保留旧代、损坏检查与repair,389,388,intelligence-review.json; intelligence-tests-review.json
test/ReportFacade.test.ts,foundation,deleted,manual-full,Test behavior: ,20,0,foundation-review.json
test/ResidentServiceContracts.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,155,154,foundation-review.json
test/RuntimeContracts.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,202,201,foundation-review.json
test/SearchEngine.test.ts,intelligence,modified,manual-full,tokenizer/scorer基本状态、搜索路由/metadata/filters、向量truth与legacy适配、缓存上下文/同秒索引刷新/漂移排序真实SQLite回归,1254,1575,intelligence-review.json; intelligence-tests-review.json
test/SearchPipeline.test.ts,intelligence,modified,manual-full,独立SQLite corpus从SQL索引→关键词/加权/排序/分组/降级，含CJK/tokenizer与scorer重复单测,427,384,intelligence-review.json; intelligence-tests-review.json
test/SearchRanking.test.ts,intelligence,modified,manual-full,CoarseRanker五信号、MultiSignal六信号/场景/旧seasonality兼容、contextBoost、FieldWeighted增删替换/tombstone/compact/frequency,528,530,intelligence-review.json; intelligence-tests-review.json
test/SharedBasics.test.ts,foundation,retained,manual-full,共享tokens/schema/测试模式的基础可执行样例,111,110,foundation-review.json; foundation-contracts-review.json
test/SharedHarvestSemanticEvidenceAuthority.test.ts,foundation,modified,manual-full,当前共享/跨harvest V4/V5签名、fresh-process重放、绑定全集与篡改拒绝测试；本轮增加模型输出布尔语义与gateway拒重放行为。,1353,1413,foundation-review.json; production-review.json
test/SignalBus.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,217,216,foundation-review.json
test/SignalPersistence.test.ts,foundation,modified,manual-full,Test behavior: Signal persistence infrastructure; rejects trace type paths outside the configured signal directory; disposing an aggregator releases its signal subscriptions; SignalTraceWriter records and queries typed JSONL signals,93,162,foundation-review.json
test/SourceContracts.test.ts,foundation,retained,manual-full,Test behavior: host-neutral source contracts; normalizes legacy agent and edit sources to host-neutral values,18,17,foundation-review.json
test/SourceGraphIndexer.test.ts,foundation,modified,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,273,395,foundation-review.json
test/SourceGraphQueryService.test.ts,foundation,modified,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,377,416,foundation-review.json
test/SourceGraphRepository.test.ts,foundation,modified,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,233,325,foundation-review.json
test/SpaceAllowedEdges.test.ts,foundation,retained,static,测试/fixture静态审查：结构、引用、重复和行为归属已清点；执行结果见最终全量test，不声称逐行人工语义审查。,102,101,foundation-review.json
test/StagingManager.test.ts,knowledge,retained,manual-full,真实 SQLite 下复核三态、队列字段、到期自动晋升/event、cap 最旧优先/跨 tick 排空/旧无界路径。,300,299,knowledge-review.json
test/StrictAnalysisProductionContracts.test.ts,foundation,retained,manual-full,行为回归测试：StrictAnalysisProductionContracts；所测导入：src/host-agent-workflows.ts,592,591,foundation-review.json; production-review.json
test/StrictDispositionReviewExecutionAuthority.test.ts,foundation,retained,manual-full,"行为回归测试：StrictDispositionReviewExecutionAuthority；所测导入：node:child_process, node:crypto, node:fs, node:os, node:path, src/host-agent-workflows.ts, src/production.ts, src/project-context.ts, src/service/production/SemanticDispositionReviewExecution.ts, src/service/project-context/foundation/canonical.ts",1821,1820,foundation-review.json; production-review.json
test/StrictFactExecution.test.ts,foundation,modified,manual-full,"行为回归测试：StrictFactExecution；所测导入：node:fs, node:os, node:path, src/host-agent-workflows.ts, src/plans.ts, src/projectContextFoundation.ts, src/service/project-context/foundation/frozen.ts, src/service/project-context/shared/sourceSlice-fileSymbols/contracts.ts",816,859,foundation-review.json; production-review.json
test/StrictKnowledgePersistenceFaults.test.ts,knowledge,retained,manual-full,测试用例及公开行为回归,128,127,knowledge-review.json
test/StrictPreparedRecipeGateway.test.ts,knowledge,retained,manual-full,完整accepted corpus admission、不写入约束、G1/admission/G2身份链、prepared ID授权/恢复/崩溃重放、指纹篡改阻断。,735,734,knowledge-review.json
